"Date","Violations","Statistics","Value"
2017,"Total drug violations [401]","Rate, youth charged per 100,000 population aged 12 to 17 years",116.59
2018,"Total drug violations [401]","Rate, youth charged per 100,000 population aged 12 to 17 years",87.23
2019,"Total drug violations [401]","Rate, youth charged per 100,000 population aged 12 to 17 years",47.85
2000,"Total drug violations [401]","Total, youth not charged",6843
2001,"Total drug violations [401]","Total, youth not charged",8509
2002,"Total drug violations [401]","Total, youth not charged",8686
2003,"Total drug violations [401]","Total, youth not charged",10660
2004,"Total drug violations [401]","Total, youth not charged",13031
2005,"Total drug violations [401]","Total, youth not charged",11897
2006,"Total drug violations [401]","Total, youth not charged",11918
2007,"Total drug violations [401]","Total, youth not charged",11730
2008,"Total drug violations [401]","Total, youth not charged",12071
2009,"Total drug violations [401]","Total, youth not charged",11646
2010,"Total drug violations [401]","Total, youth not charged",12863
2011,"Total drug violations [401]","Total, youth not charged",13782
2012,"Total drug violations [401]","Total, youth not charged",12824
2013,"Total drug violations [401]","Total, youth not charged",12488
2014,"Total drug violations [401]","Total, youth not charged",10932
2015,"Total drug violations [401]","Total, youth not charged",9124
2016,"Total drug violations [401]","Total, youth not charged",7998
2017,"Total drug violations [401]","Total, youth not charged",7567
2018,"Total drug violations [401]","Total, youth not charged",5334
2019,"Total drug violations [401]","Total, youth not charged",1021
2000,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",276.46
2001,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",341.2
2002,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",343.68
2003,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",417.13
2004,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",504.71
2005,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",456.15
2006,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",453.73
2007,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",447.65
2008,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",464.85
2009,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",454.06
2010,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",508.58
2011,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",553.95
2012,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",525.47
2013,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",521.91
2014,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",463.2
2015,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",388.1
2016,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",338.1
2017,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",319.41
2018,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",224.24
2019,"Total drug violations [401]","Rate, youth not charged per 100,000 population aged 12 to 17 years",42.44
2000,"Youth Criminal Justice Act [6450]","Actual incidents",21313
2001,"Youth Criminal Justice Act [6450]","Actual incidents",18764
2002,"Youth Criminal Justice Act [6450]","Actual incidents",23043
2003,"Youth Criminal Justice Act [6450]","Actual incidents",21737
2004,"Youth Criminal Justice Act [6450]","Actual incidents",18037
2005,"Youth Criminal Justice Act [6450]","Actual incidents",11867
2006,"Youth Criminal Justice Act [6450]","Actual incidents",9962
2007,"Youth Criminal Justice Act [6450]","Actual incidents",10109
2008,"Youth Criminal Justice Act [6450]","Actual incidents",10888
2009,"Youth Criminal Justice Act [6450]","Actual incidents",12461
2010,"Youth Criminal Justice Act [6450]","Actual incidents",11957
2011,"Youth Criminal Justice Act [6450]","Actual incidents",11785
2012,"Youth Criminal Justice Act [6450]","Actual incidents",12721
2013,"Youth Criminal Justice Act [6450]","Actual incidents",9428
2014,"Youth Criminal Justice Act [6450]","Actual incidents",8045
2015,"Youth Criminal Justice Act [6450]","Actual incidents",7063
2016,"Youth Criminal Justice Act [6450]","Actual incidents",6148
2017,"Youth Criminal Justice Act [6450]","Actual incidents",5497
2018,"Youth Criminal Justice Act [6450]","Actual incidents",4765
2019,"Youth Criminal Justice Act [6450]","Actual incidents",3815
2000,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",69.45
2001,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",60.49
2002,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",73.49
2003,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",68.7
2004,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",56.47
2005,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",36.8
2006,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",30.59
2007,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",30.74
2008,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",32.75
2009,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",37.05
2010,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",35.16
2011,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",34.32
2012,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",36.64
2013,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",26.87
2014,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",22.7
2015,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",19.78
2016,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",17.03
2017,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",15.04
2018,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",12.86
2019,"Youth Criminal Justice Act [6450]","Rate per 100,000 population",10.15
2000,"Youth Criminal Justice Act [6450]","Percentage change in rate",-17.63
2001,"Youth Criminal Justice Act [6450]","Percentage change in rate",-12.9
2002,"Youth Criminal Justice Act [6450]","Percentage change in rate",21.49
2003,"Youth Criminal Justice Act [6450]","Percentage change in rate",-6.52
2004,"Youth Criminal Justice Act [6450]","Percentage change in rate",-17.8
2005,"Youth Criminal Justice Act [6450]","Percentage change in rate",-34.83
2006,"Youth Criminal Justice Act [6450]","Percentage change in rate",-16.89
2007,"Youth Criminal Justice Act [6450]","Percentage change in rate",0.5
2008,"Youth Criminal Justice Act [6450]","Percentage change in rate",6.55
2009,"Youth Criminal Justice Act [6450]","Percentage change in rate",13.14
2010,"Youth Criminal Justice Act [6450]","Percentage change in rate",-5.11
2011,"Youth Criminal Justice Act [6450]","Percentage change in rate",-2.4
2012,"Youth Criminal Justice Act [6450]","Percentage change in rate",6.78
2013,"Youth Criminal Justice Act [6450]","Percentage change in rate",-26.67
2014,"Youth Criminal Justice Act [6450]","Percentage change in rate",-15.52
2015,"Youth Criminal Justice Act [6450]","Percentage change in rate",-12.86
2016,"Youth Criminal Justice Act [6450]","Percentage change in rate",-13.93
2017,"Youth Criminal Justice Act [6450]","Percentage change in rate",-11.65
2018,"Youth Criminal Justice Act [6450]","Percentage change in rate",-14.52
2019,"Youth Criminal Justice Act [6450]","Percentage change in rate",-21.07
2000,"Youth Criminal Justice Act [6450]","Total cleared",16384
2001,"Youth Criminal Justice Act [6450]","Total cleared",12655
2002,"Youth Criminal Justice Act [6450]","Total cleared",15117
2003,"Youth Criminal Justice Act [6450]","Total cleared",15236
2004,"Youth Criminal Justice Act [6450]","Total cleared",12266
2005,"Youth Criminal Justice Act [6450]","Total cleared",9239
2006,"Youth Criminal Justice Act [6450]","Total cleared",8505
2007,"Youth Criminal Justice Act [6450]","Total cleared",9072
2008,"Youth Criminal Justice Act [6450]","Total cleared",10070
2009,"Youth Criminal Justice Act [6450]","Total cleared",11575
2010,"Youth Criminal Justice Act [6450]","Total cleared",11099
2011,"Youth Criminal Justice Act [6450]","Total cleared",11089
2012,"Youth Criminal Justice Act [6450]","Total cleared",11748
2013,"Youth Criminal Justice Act [6450]","Total cleared",8838
2014,"Youth Criminal Justice Act [6450]","Total cleared",6631
2015,"Youth Criminal Justice Act [6450]","Total cleared",6272
2016,"Youth Criminal Justice Act [6450]","Total cleared",5437
2017,"Youth Criminal Justice Act [6450]","Total cleared",4773
2018,"Youth Criminal Justice Act [6450]","Total cleared",4373
2019,"Youth Criminal Justice Act [6450]","Total cleared",3509
2000,"Youth Criminal Justice Act [6450]","Total, persons charged",7249
2001,"Youth Criminal Justice Act [6450]","Total, persons charged",7259
2002,"Youth Criminal Justice Act [6450]","Total, persons charged",8398
2003,"Youth Criminal Justice Act [6450]","Total, persons charged",7187
2004,"Youth Criminal Justice Act [6450]","Total, persons charged",7730
2005,"Youth Criminal Justice Act [6450]","Total, persons charged",7107
2006,"Youth Criminal Justice Act [6450]","Total, persons charged",7090
2007,"Youth Criminal Justice Act [6450]","Total, persons charged",7809
2008,"Youth Criminal Justice Act [6450]","Total, persons charged",8498
2009,"Youth Criminal Justice Act [6450]","Total, persons charged",9616
2010,"Youth Criminal Justice Act [6450]","Total, persons charged",8660
2011,"Youth Criminal Justice Act [6450]","Total, persons charged",8486
2012,"Youth Criminal Justice Act [6450]","Total, persons charged",8475
2013,"Youth Criminal Justice Act [6450]","Total, persons charged",6622
2014,"Youth Criminal Justice Act [6450]","Total, persons charged",5284
2015,"Youth Criminal Justice Act [6450]","Total, persons charged",5021
2016,"Youth Criminal Justice Act [6450]","Total, persons charged",4327
2017,"Youth Criminal Justice Act [6450]","Total, persons charged",3731
2018,"Youth Criminal Justice Act [6450]","Total, persons charged",3513
2019,"Youth Criminal Justice Act [6450]","Total, persons charged",3038
2000,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",27.85
2001,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",27.5
2002,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",31.35
2003,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",26.48
2004,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",28.11
2005,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",25.52
2006,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",25.14
2007,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",27.37
2008,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",29.42
2009,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",32.88
2010,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",29.27
2011,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",28.39
2012,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",28.05
2013,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",21.69
2014,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",17.14
2015,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",16.17
2016,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",13.78
2017,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",11.74
2018,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",10.89
2019,"Youth Criminal Justice Act [6450]","Rate, total persons charged per 100,000 population aged 12 years and over",9.27
2000,"Youth Criminal Justice Act [6450]","Total, adult charged",2438
2001,"Youth Criminal Justice Act [6450]","Total, adult charged",2546
2002,"Youth Criminal Justice Act [6450]","Total, adult charged",2620
2003,"Youth Criminal Justice Act [6450]","Total, adult charged",2115
2004,"Youth Criminal Justice Act [6450]","Total, adult charged",2128
2005,"Youth Criminal Justice Act [6450]","Total, adult charged",1826
2006,"Youth Criminal Justice Act [6450]","Total, adult charged",1819
2007,"Youth Criminal Justice Act [6450]","Total, adult charged",2002
2008,"Youth Criminal Justice Act [6450]","Total, adult charged",2290
2009,"Youth Criminal Justice Act [6450]","Total, adult charged",3732
2010,"Youth Criminal Justice Act [6450]","Total, adult charged",2710
2011,"Youth Criminal Justice Act [6450]","Total, adult charged",2999
2012,"Youth Criminal Justice Act [6450]","Total, adult charged",3218
2013,"Youth Criminal Justice Act [6450]","Total, adult charged",2251
2014,"Youth Criminal Justice Act [6450]","Total, adult charged",1464
2015,"Youth Criminal Justice Act [6450]","Total, adult charged",1541
2016,"Youth Criminal Justice Act [6450]","Total, adult charged",1390
2017,"Youth Criminal Justice Act [6450]","Total, adult charged",1121
2018,"Youth Criminal Justice Act [6450]","Total, adult charged",1357
2019,"Youth Criminal Justice Act [6450]","Total, adult charged",1339
2000,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",10.35
2001,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",10.65
2002,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",10.8
2003,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",8.6
2004,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",8.54
2005,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",7.23
2006,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",7.11
2007,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",7.73
2008,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",8.71
2009,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",13.99
2010,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",10.01
2011,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",10.95
2012,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",11.59
2013,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",8
2014,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",5.14
2015,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",5.37
2016,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",4.79
2017,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",3.81
2018,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",4.54
2019,"Youth Criminal Justice Act [6450]","Rate, adult charged per 100,000 population aged 18 years and over",4.41
2000,"Youth Criminal Justice Act [6450]","Total, youth charged",4811
2001,"Youth Criminal Justice Act [6450]","Total, youth charged",4713
2002,"Youth Criminal Justice Act [6450]","Total, youth charged",5778
2003,"Youth Criminal Justice Act [6450]","Total, youth charged",5072
2004,"Youth Criminal Justice Act [6450]","Total, youth charged",5602
2005,"Youth Criminal Justice Act [6450]","Total, youth charged",5281
2006,"Youth Criminal Justice Act [6450]","Total, youth charged",5271
2007,"Youth Criminal Justice Act [6450]","Total, youth charged",5807
2008,"Youth Criminal Justice Act [6450]","Total, youth charged",6208
2009,"Youth Criminal Justice Act [6450]","Total, youth charged",5884
2010,"Youth Criminal Justice Act [6450]","Total, youth charged",5950
2011,"Youth Criminal Justice Act [6450]","Total, youth charged",5487
2012,"Youth Criminal Justice Act [6450]","Total, youth charged",5257
2013,"Youth Criminal Justice Act [6450]","Total, youth charged",4371
2014,"Youth Criminal Justice Act [6450]","Total, youth charged",3820
2015,"Youth Criminal Justice Act [6450]","Total, youth charged",3480
2016,"Youth Criminal Justice Act [6450]","Total, youth charged",2937
2017,"Youth Criminal Justice Act [6450]","Total, youth charged",2610
2018,"Youth Criminal Justice Act [6450]","Total, youth charged",2156
2019,"Youth Criminal Justice Act [6450]","Total, youth charged",1699
2000,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",194.37
2001,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",188.99
2002,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",228.62
2003,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",198.47
2004,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",216.97
2005,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",202.48
2006,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",200.67
2007,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",221.61
2008,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",239.07
2009,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",229.41
2010,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",235.25
2011,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",220.54
2012,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",215.41
2013,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",182.68
2014,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",161.86
2015,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",148.03
2016,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",124.15
2017,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",110.17
2018,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",90.64
2019,"Youth Criminal Justice Act [6450]","Rate, youth charged per 100,000 population aged 12 to 17 years",70.63
2000,"Youth Criminal Justice Act [6450]","Total, youth not charged",1476
2001,"Youth Criminal Justice Act [6450]","Total, youth not charged",941
2002,"Youth Criminal Justice Act [6450]","Total, youth not charged",1633
2003,"Youth Criminal Justice Act [6450]","Total, youth not charged",2050
2004,"Youth Criminal Justice Act [6450]","Total, youth not charged",1643
2005,"Youth Criminal Justice Act [6450]","Total, youth not charged",1499
2006,"Youth Criminal Justice Act [6450]","Total, youth not charged",1017
2007,"Youth Criminal Justice Act [6450]","Total, youth not charged",1070
2008,"Youth Criminal Justice Act [6450]","Total, youth not charged",1344
2009,"Youth Criminal Justice Act [6450]","Total, youth not charged",1392
2010,"Youth Criminal Justice Act [6450]","Total, youth not charged",1188
2011,"Youth Criminal Justice Act [6450]","Total, youth not charged",1184
2012,"Youth Criminal Justice Act [6450]","Total, youth not charged",1067
2013,"Youth Criminal Justice Act [6450]","Total, youth not charged",754
2014,"Youth Criminal Justice Act [6450]","Total, youth not charged",601
2015,"Youth Criminal Justice Act [6450]","Total, youth not charged",570
2016,"Youth Criminal Justice Act [6450]","Total, youth not charged",473
2017,"Youth Criminal Justice Act [6450]","Total, youth not charged",454
2018,"Youth Criminal Justice Act [6450]","Total, youth not charged",388
2019,"Youth Criminal Justice Act [6450]","Total, youth not charged",290
2000,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",59.63
2001,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",37.73
2002,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",64.61
2003,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",80.22
2004,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",63.64
2005,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",57.47
2006,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",38.72
2007,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",40.83
2008,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",51.76
2009,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",54.27
2010,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",46.97
2011,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",47.59
2012,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",43.72
2013,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",31.51
2014,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",25.47
2015,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",24.25
2016,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",19.99
2017,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",19.16
2018,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",16.31
2019,"Youth Criminal Justice Act [6450]","Rate, youth not charged per 100,000 population aged 12 to 17 years",12.05
2000,"Total other Federal Statutes [610]","Actual incidents",13274
2001,"Total other Federal Statutes [610]","Actual incidents",19249
2002,"Total other Federal Statutes [610]","Actual incidents",17079
2003,"Total other Federal Statutes [610]","Actual incidents",14527
2004,"Total other Federal Statutes [610]","Actual incidents",15980
2005,"Total other Federal Statutes [610]","Actual incidents",19300
2006,"Total other Federal Statutes [610]","Actual incidents",18507
2007,"Total other Federal Statutes [610]","Actual incidents",19381
2008,"Total other Federal Statutes [610]","Actual incidents",22200
2009,"Total other Federal Statutes [610]","Actual incidents",19279
2010,"Total other Federal Statutes [610]","Actual incidents",20767
2011,"Total other Federal Statutes [610]","Actual incidents",20468
2012,"Total other Federal Statutes [610]","Actual incidents",23222
2013,"Total other Federal Statutes [610]","Actual incidents",18218
2014,"Total other Federal Statutes [610]","Actual incidents",17317
2015,"Total other Federal Statutes [610]","Actual incidents",18076
2016,"Total other Federal Statutes [610]","Actual incidents",21496
2017,"Total other Federal Statutes [610]","Actual incidents",25265
2018,"Total other Federal Statutes [610]","Actual incidents",21418
2019,"Total other Federal Statutes [610]","Actual incidents",19781
2000,"Total other Federal Statutes [610]","Rate per 100,000 population",43.25
2001,"Total other Federal Statutes [610]","Rate per 100,000 population",62.06
2002,"Total other Federal Statutes [610]","Rate per 100,000 population",54.47
2003,"Total other Federal Statutes [610]","Rate per 100,000 population",45.91
2004,"Total other Federal Statutes [610]","Rate per 100,000 population",50.03
2005,"Total other Federal Statutes [610]","Rate per 100,000 population",59.85
2006,"Total other Federal Statutes [610]","Rate per 100,000 population",56.82
2007,"Total other Federal Statutes [610]","Rate per 100,000 population",58.93
2008,"Total other Federal Statutes [610]","Rate per 100,000 population",66.78
2009,"Total other Federal Statutes [610]","Rate per 100,000 population",57.33
2010,"Total other Federal Statutes [610]","Rate per 100,000 population",61.07
2011,"Total other Federal Statutes [610]","Rate per 100,000 population",59.61
2012,"Total other Federal Statutes [610]","Rate per 100,000 population",66.89
2013,"Total other Federal Statutes [610]","Rate per 100,000 population",51.93
2014,"Total other Federal Statutes [610]","Rate per 100,000 population",48.87
2015,"Total other Federal Statutes [610]","Rate per 100,000 population",50.63
2016,"Total other Federal Statutes [610]","Rate per 100,000 population",59.53
2017,"Total other Federal Statutes [610]","Rate per 100,000 population",69.14
2018,"Total other Federal Statutes [610]","Rate per 100,000 population",57.8
2019,"Total other Federal Statutes [610]","Rate per 100,000 population",52.62
2000,"Total other Federal Statutes [610]","Percentage change in rate",-1.19
2001,"Total other Federal Statutes [610]","Percentage change in rate",43.49
2002,"Total other Federal Statutes [610]","Percentage change in rate",-12.23
2003,"Total other Federal Statutes [610]","Percentage change in rate",-15.72
2004,"Total other Federal Statutes [610]","Percentage change in rate",8.97
2005,"Total other Federal Statutes [610]","Percentage change in rate",19.64
2006,"Total other Federal Statutes [610]","Percentage change in rate",-5.07
2007,"Total other Federal Statutes [610]","Percentage change in rate",3.71
2008,"Total other Federal Statutes [610]","Percentage change in rate",13.31
2009,"Total other Federal Statutes [610]","Percentage change in rate",-14.15
2010,"Total other Federal Statutes [610]","Percentage change in rate",6.52
2011,"Total other Federal Statutes [610]","Percentage change in rate",-2.4
2012,"Total other Federal Statutes [610]","Percentage change in rate",12.23
2013,"Total other Federal Statutes [610]","Percentage change in rate",-22.37
2014,"Total other Federal Statutes [610]","Percentage change in rate",-5.9
2015,"Total other Federal Statutes [610]","Percentage change in rate",3.61
2016,"Total other Federal Statutes [610]","Percentage change in rate",17.58
2017,"Total other Federal Statutes [610]","Percentage change in rate",16.14
2018,"Total other Federal Statutes [610]","Percentage change in rate",-16.4
2019,"Total other Federal Statutes [610]","Percentage change in rate",-8.95
2000,"Total other Federal Statutes [610]","Total cleared",9582
2001,"Total other Federal Statutes [610]","Total cleared",11625
2002,"Total other Federal Statutes [610]","Total cleared",9711
2003,"Total other Federal Statutes [610]","Total cleared",8699
2004,"Total other Federal Statutes [610]","Total cleared",9664
2005,"Total other Federal Statutes [610]","Total cleared",12126
2006,"Total other Federal Statutes [610]","Total cleared",11900
2007,"Total other Federal Statutes [610]","Total cleared",11699
2008,"Total other Federal Statutes [610]","Total cleared",13204
2009,"Total other Federal Statutes [610]","Total cleared",11026
2010,"Total other Federal Statutes [610]","Total cleared",12523
2011,"Total other Federal Statutes [610]","Total cleared",14250
2012,"Total other Federal Statutes [610]","Total cleared",16230
2013,"Total other Federal Statutes [610]","Total cleared",11796
2014,"Total other Federal Statutes [610]","Total cleared",8691
2015,"Total other Federal Statutes [610]","Total cleared",10585
2016,"Total other Federal Statutes [610]","Total cleared",13273
2017,"Total other Federal Statutes [610]","Total cleared",17884
2018,"Total other Federal Statutes [610]","Total cleared",17012
2019,"Total other Federal Statutes [610]","Total cleared",16787
2000,"Total other Federal Statutes [610]","Total, persons charged",3884
2001,"Total other Federal Statutes [610]","Total, persons charged",4363
2002,"Total other Federal Statutes [610]","Total, persons charged",4507
2003,"Total other Federal Statutes [610]","Total, persons charged",3794
2004,"Total other Federal Statutes [610]","Total, persons charged",5596
2005,"Total other Federal Statutes [610]","Total, persons charged",5739
2006,"Total other Federal Statutes [610]","Total, persons charged",5429
2007,"Total other Federal Statutes [610]","Total, persons charged",5595
2008,"Total other Federal Statutes [610]","Total, persons charged",6408
2009,"Total other Federal Statutes [610]","Total, persons charged",5987
2010,"Total other Federal Statutes [610]","Total, persons charged",6684
2011,"Total other Federal Statutes [610]","Total, persons charged",7074
2012,"Total other Federal Statutes [610]","Total, persons charged",7461
2013,"Total other Federal Statutes [610]","Total, persons charged",5260
2014,"Total other Federal Statutes [610]","Total, persons charged",3789
2015,"Total other Federal Statutes [610]","Total, persons charged",4652
2016,"Total other Federal Statutes [610]","Total, persons charged",5365
2017,"Total other Federal Statutes [610]","Total, persons charged",3672
2018,"Total other Federal Statutes [610]","Total, persons charged",4039
2019,"Total other Federal Statutes [610]","Total, persons charged",4277
2000,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",14.92
2001,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",16.53
2002,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",16.83
2003,"Total other Federal Statutes [610]","Rate, total persons charged per 100,000 population aged 12 years and over",13.98
